symbol,horizon,horizon_h,q_long,q_short,window,test_auc,best_iter,n_trades,n_long,n_short,win_rate,avg_ret_pct,pnl_pct,sharpe
BTC/USDT,12,1.0,80,20,3,0.5047,2,100,52,48,0.32,-0.1695,-16.9493,-0.3378
BTC/USDT,12,1.0,90,10,4,0.481,72,73,36,37,0.3562,-0.1866,-13.6222,-0.226
BTC/USDT,12,1.0,85,15,4,0.481,72,92,47,45,0.3587,-0.2009,-18.4834,-0.2857
BTC/USDT,12,1.0,80,20,4,0.481,72,111,58,53,0.3604,-0.1597,-17.7291,-0.2078
BTC/USDT,36,3.0,90,10,1,0.487,7,38,19,19,0.2368,-0.4352,-16.5372,-0.5374
BTC/USDT,36,3.0,85,15,1,0.487,7,40,22,18,0.275,-0.3152,-12.6091,-0.3488
BTC/USDT,36,3.0,80,20,1,0.487,7,44,25,19,0.2955,-0.2663,-11.7177,-0.2791
BTC/USDT,36,3.0,90,10,2,0.4801,2,32,14,18,0.3438,-0.1532,-4.9024,-0.1984
BTC/USDT,36,3.0,85,15,2,0.4801,2,37,19,18,0.3784,-0.1573,-5.8199,-0.2091
BTC/USDT,36,3.0,80,20,2,0.4801,2,41,20,21,0.4634,-0.1575,-6.4567,-0.209
BTC/USDT,36,3.0,90,10,3,0.5059,1,28,12,16,0.4286,-0.1122,-3.143,-0.116
BTC/USDT,36,3.0,85,15,3,0.5059,1,32,12,20,0.4375,-0.1575,-5.039,-0.1718
BTC/USDT,36,3.0,80,20,3,0.5059,1,36,13,23,0.4722,-0.0974,-3.5067,-0.108
BTC/USDT,36,3.0,90,10,4,0.5325,1,26,17,9,0.3846,0.0003,0.0074,0.0002
BTC/USDT,36,3.0,85,15,4,0.5325,1,31,15,16,0.5484,0.2507,7.7703,0.2035
BTC/USDT,36,3.0,80,20,4,0.5325,1,32,15,17,0.5625,0.3011,9.6349,0.2411
BTC/USDT,72,6.0,90,10,1,0.453,2,22,12,10,0.2727,-0.5652,-12.4352,-0.522
BTC/USDT,72,6.0,85,15,1,0.453,2,24,11,13,0.25,-0.5608,-13.4595,-0.5938
BTC/USDT,72,6.0,80,20,1,0.453,2,24,11,13,0.25,-0.564,-13.5354,-0.5967
BTC/USDT,72,6.0,90,10,2,0.4806,11,21,16,5,0.3333,-0.316,-6.6352,-0.2908
BTC/USDT,72,6.0,85,15,2,0.4806,11,22,12,10,0.3182,-0.5493,-12.0852,-0.5639
BTC/USDT,72,6.0,80,20,2,0.4806,11,23,10,13,0.3478,-0.4026,-9.2597,-0.3469
BTC/USDT,72,6.0,90,10,3,0.4006,1,15,10,5,0.5333,0.0146,0.2192,0.0179
BTC/USDT,72,6.0,85,15,3,0.4006,1,18,11,7,0.5556,0.0941,1.6934,0.1289
BTC/USDT,72,6.0,80,20,3,0.4006,1,21,14,7,0.5238,-0.0351,-0.7375,-0.0458
BTC/USDT,72,6.0,90,10,4,0.5748,1,18,9,9,0.3889,-0.3189,-5.74,-0.2052
BTC/USDT,72,6.0,85,15,4,0.5748,1,18,8,10,0.3889,-0.2805,-5.0496,-0.1706
BTC/USDT,72,6.0,80,20,4,0.5748,1,20,8,12,0.5,0.0335,0.6695,0.019
BTC/USDT,144,12.0,90,10,1,0.48,2,12,7,5,0.3333,-0.0973,-1.1679,-0.0836
BTC/USDT,144,12.0,85,15,1,0.48,2,12,8,4,0.25,-0.4323,-5.188,-0.3471
BTC/USDT,144,12.0,80,20,1,0.48,2,12,8,4,0.3333,-0.9834,-11.8009,-0.5262
BTC/USDT,144,12.0,90,10,2,0.465,2,11,7,4,0.2727,-0.511,-5.6213,-0.3814
BTC/USDT,144,12.0,85,15,2,0.465,2,12,7,5,0.4167,-0.2301,-2.7611,-0.1981
BTC/USDT,144,12.0,80,20,2,0.465,2,12,7,5,0.5833,-0.2291,-2.7495,-0.2025
BTC/USDT,144,12.0,90,10,3,0.4947,3,12,7,5,0.5,0.0284,0.3409,0.0192
BTC/USDT,144,12.0,85,15,3,0.4947,3,12,7,5,0.5,-0.0258,-0.3101,-0.0182
BTC/USDT,144,12.0,80,20,3,0.4947,3,12,7,5,0.4167,-0.2305,-2.7665,-0.1745
BTC/USDT,144,12.0,90,10,4,0.4798,1,11,5,6,0.5455,0.0698,0.7683,0.0369
BTC/USDT,144,12.0,85,15,4,0.4798,1,12,3,9,0.6667,0.8805,10.5662,0.4575
BTC/USDT,144,12.0,80,20,4,0.4798,1,12,2,10,0.5833,0.7226,8.671,0.351
BTC/USDT,288,24.0,90,10,1,0.5227,1,6,4,2,0.6667,-0.0238,-0.1426,-0.0199
BTC/USDT,288,24.0,85,15,1,0.5227,1,6,4,2,0.6667,-0.1903,-1.1416,-0.1374
BTC/USDT,288,24.0,80,20,1,0.5227,1,6,4,2,0.6667,-0.1903,-1.1416,-0.1374
BTC/USDT,288,24.0,90,10,2,0.4488,1,6,3,3,0.3333,0.6343,3.8061,0.2867
BTC/USDT,288,24.0,85,15,2,0.4488,1,6,3,3,0.1667,-1.8942,-11.3653,-0.9899
BTC/USDT,288,24.0,80,20,2,0.4488,1,6,0,6,0.5,-0.1604,-0.9624,-0.0799
BTC/USDT,288,24.0,90,10,3,0.473,1,6,0,6,0.1667,-1.4276,-8.5656,-1.508
BTC/USDT,288,24.0,85,15,3,0.473,1,6,0,6,0.3333,-0.7391,-4.4344,-0.3996
BTC/USDT,288,24.0,80,20,3,0.473,1,6,3,3,0.3333,-1.019,-6.1139,-0.498
BTC/USDT,288,24.0,90,10,4,0.1924,1,6,5,1,0.1667,-1.2882,-7.7295,-0.4113
BTC/USDT,288,24.0,85,15,4,0.1924,1,6,6,0,0.0,-3.1687,-19.012,-1.4883
BTC/USDT,288,24.0,80,20,4,0.1924,1,6,5,1,0.0,-3.092,-18.552,-1.3876
